date,ticker,rolling_sharpe_252d,rolling_sortino_252d,var_95_252d,cvar_95_252d,max_drawdown_60d
2025-03-05,^AXJO,0.5005220165900319,0.7710676024362703,-1.2606149416169015,-1.7786995352385002,-4.847001057739186
2025-03-06,^AXJO,0.41745694081184204,0.6434992982050679,-1.2606149416169015,-1.7786995352385002,-5.389322096133853
2025-03-07,^AXJO,0.16796157622239544,0.2558919637140366,-1.293670146289,-1.8189099966852746,-7.101610875024356
2025-03-10,^AXJO,0.34267076146796904,0.5261472186004864,-1.2606149416169015,-1.777932218411529,-6.9368149506588095
2025-03-11,^AXJO,0.2541850454266708,0.39036415296293964,-1.2606149416169015,-1.777932218411529,-7.780683538978206
2025-03-12,^AXJO,0.12107032172583065,0.18547595576150647,-1.293670146289,-1.7802205796926356,-8.995063313114882
2025-03-13,^AXJO,0.09770806479305104,0.14974515445154832,-1.293670146289,-1.7802205796926356,-9.428688438797739
2025-03-14,^AXJO,0.19060337610802855,0.29206497720717134,-1.293670146289,-1.7802205796926356,-8.954155390069719
2025-03-17,^AXJO,0.2545968823583236,0.3910727275015163,-1.293670146289,-1.7802205796926356,-8.201450747442774
2025-03-18,^AXJO,0.23106698307943768,0.3547806684816951,-1.293670146289,-1.7802205796926356,-8.127818768769679
2025-03-19,^AXJO,0.20427165458327526,0.31386867649051037,-1.293670146289,-1.7802205796926356,-8.503004004388014
2025-03-20,^AXJO,0.2073870224303324,0.3187535291676285,-1.293670146289,-1.7802205796926356,-7.444072055014761
2025-03-21,^AXJO,0.23314359737997573,0.35815212706706273,-1.293670146289,-1.7802205796926356,-7.300306501243736
2025-03-24,^AXJO,0.19411474481559526,0.2979040733647023,-1.293670146289,-1.7802205796926356,-7.233688450782482
2025-03-25,^AXJO,0.2349463117261401,0.360159830303645,-1.293670146289,-1.7802205796926356,-7.16823463250612
2025-03-26,^AXJO,0.2522361092433614,0.3870112707742755,-1.293670146289,-1.7802205796926356,-6.507863874777009
2025-03-27,^AXJO,0.13620615864951072,0.20848114704135465,-1.293670146289,-1.7802205796926356,-6.858503215164147
2025-03-28,^AXJO,0.15993240062588257,0.24470052145293625,-1.293670146289,-1.7802205796926356,-6.70655950099639
2025-03-31,^AXJO,0.1250926853897136,0.1906143512291739,-1.293670146289,-1.8110040815399457,-8.326514394989049
2025-04-01,^AXJO,0.17532242123348554,0.2680094690199114,-1.293670146289,-1.8110040815399457,-7.3704343693211545
2025-04-02,^AXJO,0.23339456054554664,0.35638958446117824,-1.293670146289,-1.8110040815399457,-7.261738456609357
2025-04-03,^AXJO,0.13546908288331072,0.2068698901140976,-1.293670146289,-1.8110040815399457,-8.1359969291664
2025-04-04,^AXJO,-0.10761036328481856,-0.1616034371226247,-1.308519283383797,-1.8986857392198666,-10.378924475459183
2025-04-07,^AXJO,-0.4578450369048549,-0.6540325093615879,-1.3231168811407883,-2.122927613774091,-14.171673340646684
2025-04-08,^AXJO,-0.2411866606032017,-0.34970772749112594,-1.3231168811407883,-2.122927613774091,-12.223285123087301
2025-04-09,^AXJO,-0.3515924605316452,-0.5074219302311885,-1.3592291233367881,-2.1588363175603864,-13.801162154829417
2025-04-10,^AXJO,0.028929768250313213,0.044172097245620816,-1.3592291233367881,-2.1588363175603864,-9.89036357030747
2025-04-11,^AXJO,0.10101795763734198,0.15508316170459618,-1.3231168811407883,-2.122291776946931,-10.62787612432584
2025-04-14,^AXJO,0.2038832527055681,0.3143648443113697,-1.3231168811407883,-2.122291776946931,-9.434532427804188
2025-04-15,^AXJO,0.1814500402911992,0.2796313832002272,-1.3231168811407883,-2.122291776946931,-9.281418774431039
